num_threads,image,duration
9,stavrovouni.pgm,0.143719
9,stavrovouni.pgm,0.143473
9,stavrovouni.pgm,0.135428
9,stavrovouni.pgm,0.142335
9,stavrovouni.pgm,0.145274
9,stavrovouni.pgm,0.137707
9,stavrovouni.pgm,0.133373
9,stavrovouni.pgm,0.134596
9,stavrovouni.pgm,0.137499
9,stavrovouni.pgm,0.137265
10,stavrovouni.pgm,0.138493
10,stavrovouni.pgm,0.132851
10,stavrovouni.pgm,0.141009
10,stavrovouni.pgm,0.138280
10,stavrovouni.pgm,0.136427
10,stavrovouni.pgm,0.145013
10,stavrovouni.pgm,0.147331
10,stavrovouni.pgm,0.150244
10,stavrovouni.pgm,0.138789
10,stavrovouni.pgm,0.148397
10,stavrovouni.pgm,0.145633
10,stavrovouni.pgm,0.140018
10,stavrovouni.pgm,0.146265
10,stavrovouni.pgm,0.141585
10,stavrovouni.pgm,0.147609
10,stavrovouni.pgm,0.144486
10,stavrovouni.pgm,0.135562
10,stavrovouni.pgm,0.141894
10,stavrovouni.pgm,0.146861
10,stavrovouni.pgm,0.141327
11,stavrovouni.pgm,0.146378
11,stavrovouni.pgm,0.139091
11,stavrovouni.pgm,0.149070
11,stavrovouni.pgm,0.160809
11,stavrovouni.pgm,0.135828
11,stavrovouni.pgm,0.137699
11,stavrovouni.pgm,0.149808
11,stavrovouni.pgm,0.146842
11,stavrovouni.pgm,0.146061
11,stavrovouni.pgm,0.144670
11,stavrovouni.pgm,0.140766
11,stavrovouni.pgm,0.152249
11,stavrovouni.pgm,0.111368
11,stavrovouni.pgm,0.159020
11,stavrovouni.pgm,0.158509
11,stavrovouni.pgm,0.146089
11,stavrovouni.pgm,0.145719
11,stavrovouni.pgm,0.150446
11,stavrovouni.pgm,0.159472
11,stavrovouni.pgm,0.147940
12,stavrovouni.pgm,0.153190
12,stavrovouni.pgm,0.152600
12,stavrovouni.pgm,0.159454
12,stavrovouni.pgm,0.164787
12,stavrovouni.pgm,0.155168
12,stavrovouni.pgm,0.157321
12,stavrovouni.pgm,0.156000
12,stavrovouni.pgm,0.165924
12,stavrovouni.pgm,0.159359
12,stavrovouni.pgm,0.169812
12,stavrovouni.pgm,0.163347
12,stavrovouni.pgm,0.170800
12,stavrovouni.pgm,0.168072
12,stavrovouni.pgm,0.158121
12,stavrovouni.pgm,0.149432
12,stavrovouni.pgm,0.173241
12,stavrovouni.pgm,0.162366
12,stavrovouni.pgm,0.159386
12,stavrovouni.pgm,0.169059
12,stavrovouni.pgm,0.160238
13,stavrovouni.pgm,0.168684
13,stavrovouni.pgm,0.173502
13,stavrovouni.pgm,0.182819
13,stavrovouni.pgm,0.161314
13,stavrovouni.pgm,0.162087
13,stavrovouni.pgm,0.155975
13,stavrovouni.pgm,0.165286
13,stavrovouni.pgm,0.181916
13,stavrovouni.pgm,0.176311
13,stavrovouni.pgm,0.155134
13,stavrovouni.pgm,0.178627
13,stavrovouni.pgm,0.176599
13,stavrovouni.pgm,0.158984
13,stavrovouni.pgm,0.154270
13,stavrovouni.pgm,0.165322
13,stavrovouni.pgm,0.151719
13,stavrovouni.pgm,0.161017
13,stavrovouni.pgm,0.199080
13,stavrovouni.pgm,0.148400
13,stavrovouni.pgm,0.167804
14,stavrovouni.pgm,0.182077
14,stavrovouni.pgm,0.181421
14,stavrovouni.pgm,0.171255
14,stavrovouni.pgm,0.199865
14,stavrovouni.pgm,0.188604
14,stavrovouni.pgm,0.169436
14,stavrovouni.pgm,0.173215
14,stavrovouni.pgm,0.193310
14,stavrovouni.pgm,0.162169
14,stavrovouni.pgm,0.205346
14,stavrovouni.pgm,0.198357
14,stavrovouni.pgm,0.187034
14,stavrovouni.pgm,0.192174
14,stavrovouni.pgm,0.192145
14,stavrovouni.pgm,0.196880
14,stavrovouni.pgm,0.184231
14,stavrovouni.pgm,0.174738
14,stavrovouni.pgm,0.204850
14,stavrovouni.pgm,0.188557
14,stavrovouni.pgm,0.201067
15,stavrovouni.pgm,0.177017
15,stavrovouni.pgm,0.178381
15,stavrovouni.pgm,0.195175
15,stavrovouni.pgm,0.195645
15,stavrovouni.pgm,0.153943
15,stavrovouni.pgm,0.215662
15,stavrovouni.pgm,0.186422
15,stavrovouni.pgm,0.166689
15,stavrovouni.pgm,0.207803
15,stavrovouni.pgm,0.190099
15,stavrovouni.pgm,0.173618
15,stavrovouni.pgm,0.213109
15,stavrovouni.pgm,0.182816
15,stavrovouni.pgm,0.183041
15,stavrovouni.pgm,0.178151
15,stavrovouni.pgm,0.213746
15,stavrovouni.pgm,0.205453
15,stavrovouni.pgm,0.179906
15,stavrovouni.pgm,0.175822
15,stavrovouni.pgm,0.187842
16,stavrovouni.pgm,0.190771
16,stavrovouni.pgm,0.224104
16,stavrovouni.pgm,0.195846
16,stavrovouni.pgm,0.207783
16,stavrovouni.pgm,0.222965
16,stavrovouni.pgm,0.187996
16,stavrovouni.pgm,0.231031
16,stavrovouni.pgm,0.220948
16,stavrovouni.pgm,0.219732
16,stavrovouni.pgm,0.213467
16,stavrovouni.pgm,0.233640
16,stavrovouni.pgm,0.212965
16,stavrovouni.pgm,0.186183
16,stavrovouni.pgm,0.200043
16,stavrovouni.pgm,0.209413
16,stavrovouni.pgm,0.189486
16,stavrovouni.pgm,0.191981
16,stavrovouni.pgm,0.213156
16,stavrovouni.pgm,0.215081
16,stavrovouni.pgm,0.203929
