number_nodes,image,time(ms),node_0_lines_handled,node_0_duration(ms),node_0_name,node_0_arch,node_0_speed,node_1_lines_handled,node_1_duration(ms),node_1_name,node_1_arch,node_1_speed,node_2_lines_handled,node_2_duration(ms),node_2_name,node_2_arch,node_2_speed
3,MontagneFoncee.pgm,144,164,10,abe-a-12,LINUX64,1000,164,10,abe-a-12,LINUX64,1000,195,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,144,202,10,abe-a-12,LINUX64,1000,202,10,abe-a-12,LINUX64,1000,157,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,138,193,10,abe-a-12,LINUX64,1000,193,10,abe-a-12,LINUX64,1000,170,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,145,118,0,abe-a-12,LINUX64,1000,118,0,abe-a-12,LINUX64,1000,164,20,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,124,206,0,abe-a-12,LINUX64,1000,206,0,abe-a-12,LINUX64,1000,152,0,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,150,195,20,abe-a-12,LINUX64,1000,195,20,abe-a-12,LINUX64,1000,161,20,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,144,162,10,abe-a-12,LINUX64,1000,162,10,abe-a-12,LINUX64,1000,195,20,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,140,167,0,abe-a-12,LINUX64,1000,167,0,abe-a-12,LINUX64,1000,193,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,124,176,10,abe-a-12,LINUX64,1000,176,10,abe-a-12,LINUX64,1000,198,0,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,140,161,10,abe-a-12,LINUX64,1000,161,10,abe-a-12,LINUX64,1000,121,0,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,138,168,10,abe-a-12,LINUX64,1000,168,10,abe-a-12,LINUX64,1000,195,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,138,165,10,abe-a-12,LINUX64,1000,165,10,abe-a-12,LINUX64,1000,194,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,122,177,0,abe-a-12,LINUX64,1000,177,0,abe-a-12,LINUX64,1000,198,0,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,122,200,0,abe-a-12,LINUX64,1000,200,0,abe-a-12,LINUX64,1000,176,0,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,133,177,0,abe-a-12,LINUX64,1000,177,0,abe-a-12,LINUX64,1000,106,0,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,125,174,10,abe-a-12,LINUX64,1000,174,10,abe-a-12,LINUX64,1000,201,0,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,127,190,0,abe-a-12,LINUX64,1000,190,0,abe-a-12,LINUX64,1000,109,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,122,197,0,abe-a-12,LINUX64,1000,197,0,abe-a-12,LINUX64,1000,179,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,142,164,10,abe-a-12,LINUX64,1000,164,10,abe-a-12,LINUX64,1000,193,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,140,195,0,abe-a-12,LINUX64,1000,195,0,abe-a-12,LINUX64,1000,122,0,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,131,175,0,abe-a-12,LINUX64,1000,175,0,abe-a-12,LINUX64,1000,125,0,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,150,165,20,abe-a-12,LINUX64,1000,165,20,abe-a-12,LINUX64,1000,174,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,146,171,10,abe-a-12,LINUX64,1000,171,10,abe-a-12,LINUX64,1000,171,10,abe-a-07,LINUX64,1000
3,MontagneFoncee.pgm,145,172,10,abe-a-12,LINUX64,1000,172,10,abe-a-12,LINUX64,1000,134,10,abe-a-07,LINUX64,1000
